MarinaFranklin_Audio.json,0,I'm actually I'm losing weight of lost a lot of weight recently %HESITATION because I just broke up with my boyfriend ,0.03,6.3
MarinaFranklin_Audio.json,1,no no that's just how I do it how I do it you know when I'm not ,7.72,12.84
MarinaFranklin_Audio.json,2,I look ,13.55,14.34
MarinaFranklin_Audio.json,3,if I'm in a relationship with you and you see me do an air squats ,17.0,21.04
MarinaFranklin_Audio.json,4,and sit ups ,21.31,22.24
MarinaFranklin_Audio.json,5,it's over ,22.75,23.33
MarinaFranklin_Audio.json,6,I am about to leave you ,25.02,26.35
MarinaFranklin_Audio.json,7,because it's not for you ,27.28,28.44
MarinaFranklin_Audio.json,8,okay it's where the next victim ,30.01,31.63
MarinaFranklin_Audio.json,9,the one I really want ,33.16,34.57
MarinaFranklin_Audio.json,10,and when he falls in love with a thin version of who I am ,36.41,39.85
MarinaFranklin_Audio.json,11,owned ,41.04,41.59
MarinaFranklin_Audio.json,12,I'm gonna eat ,43.0,44.09
MarinaFranklin_Audio.json,13,I'm so hungry ,46.78,47.68
MarinaFranklin_Audio.json,14,I have no idea ,48.64,49.51
MarinaFranklin_Audio.json,15,and I'm gonna get really fat I can't wait Unna I'm gonna get that kind of fat like going home ,50.46,55.99
MarinaFranklin_Audio.json,16,like if they ever have to move me ,56.64,58.82
MarinaFranklin_Audio.json,17,they have to think about it ,60.7,61.97
MarinaFranklin_Audio.json,19,that kind of thing ,67.16,67.95
MarinaFranklin_Audio.json,20,and them a sit on that mean ,69.4,71.15
MarinaFranklin_Audio.json,22,I'm a system ,73.03,73.88
MarinaFranklin_Audio.json,23,with my fat **** and I'm just going to watch ,75.37,78.83
MarinaFranklin_Audio.json,24,struggle ,79.03,79.53
MarinaFranklin_Audio.json,25,and I'm gonna tell them you ain't going ,81.46,83.43
MarinaFranklin_Audio.json,27,and that's how I keep them ,86.85,88.18
MarinaFranklin_Audio.json,29,I like this men who are left some of the men will never laughed at this because they're like that happened to me Hey this is not funny me today I'm free ,90.27,99.83
MarinaFranklin_Audio.json,30,what a journey ,101.44,102.32
MarinaFranklin_Audio.json,31,out from under her fat and dismissing ,104.01,107.1
MarinaFranklin_Audio.json,32,my last boyfriend was whiny ,109.14,110.92
MarinaFranklin_Audio.json,33,%HESITATION that's something we're doing ,111.58,112.93
MarinaFranklin_Audio.json,34,he had never been around black people that happens ,115.45,118.09
MarinaFranklin_Audio.json,35,we're not everywhere ,119.2,120.04
MarinaFranklin_Audio.json,36,we're not ,122.04,122.39
MarinaFranklin_Audio.json,37,I go places and I ask ,123.23,125.08
MarinaFranklin_Audio.json,39,are we here ,126.91,127.67
MarinaFranklin_Audio.json,41,nothing comes back like I did a show one time we were in at that show ,131.77,136.83
MarinaFranklin_Audio.json,42,so I ask that question of like other black people here in this woman's answer was great tunes like all ,138.61,143.49
MarinaFranklin_Audio.json,43,they are all over the place ,147.71,149.33
MarinaFranklin_Audio.json,44,that is not how you answer that question ,151.72,153.69
MarinaFranklin_Audio.json,45,but yeah he hadn't had the experience and so it was a fun relationship like culture culturally like I would catch and sometimes like just staring like at my hair you know just looking ,156.96,168.85
MarinaFranklin_Audio.json,46,like he never really dealt with if you look ,170.85,172.87
MarinaFranklin_Audio.json,47,so I told him one time ,174.69,175.84
MarinaFranklin_Audio.json,48,touch that she ,176.55,177.58
MarinaFranklin_Audio.json,49,you lighten ,183.17,184.09
MarinaFranklin_Audio.json,51,jeans in his leg and ,186.17,187.92
MarinaFranklin_Audio.json,52,one time he just patted impact the fro ,189.61,193.67
MarinaFranklin_Audio.json,53,any re shaped it government and I was looking like Frederick Douglass that the ,194.87,198.96
MarinaFranklin_Audio.json,54,good so we need to Google who frigid doneness high just a hint not a rapper ,201.27,207.27
MarinaFranklin_Audio.json,55,so I actually I may be going back to black it's you know it's time ,209.56,213.2
MarinaFranklin_Audio.json,56,now to bring it back to the community nnova no hope some young brothers Unna ,214.71,221.04
MarinaFranklin_Audio.json,58,yeah I went on a date with the brother %HESITATION black guy just in case ,222.38,225.89
MarinaFranklin_Audio.json,59,now I just I mean I don't want to leave you like while you know ,227.59,230.58
MarinaFranklin_Audio.json,60,she really gave up ,230.77,231.7
MarinaFranklin_Audio.json,61,date her brother ,235.58,236.3
MarinaFranklin_Audio.json,62,and that would be a weird give up wouldn't like you know why ,238.25,241.27
MarinaFranklin_Audio.json,63,the family already knows you ,242.72,244.07
MarinaFranklin_Audio.json,64,let's just do this ,246.36,247.39
MarinaFranklin_Audio.json,65,but I did I went on a date with the brother but I was I am he was too young for me ,249.57,254.16
MarinaFranklin_Audio.json,66,and I could tell because we were out on the date we went to Central Park we're walking around ,255.04,259.33
MarinaFranklin_Audio.json,67,and this older black woman she saws ,259.73,261.56
MarinaFranklin_Audio.json,68,she kept it real ,261.98,262.95
MarinaFranklin_Audio.json,69,she's like ,264.06,264.47
MarinaFranklin_Audio.json,70,mmhm ,272.26,273.65
MarinaFranklin_Audio.json,71,now you know you ways both sabi ,278.16,280.07
MarinaFranklin_Audio.json,72,with that little boy ,281.11,281.93
MarinaFranklin_Audio.json,74,she made me feel so guilty ,284.78,286.06
MarinaFranklin_Audio.json,75,address and all this is the make a wish foundation ,287.05,289.26
MarinaFranklin_Audio.json,76,I'm a dream come true they've nnova ,292.05,294.42
