ForrestShaw_Audio.json,0,I,0.15,0.5,0.35,1
ForrestShaw_Audio.json,0,so,0.5,0.99,0.49,1
ForrestShaw_Audio.json,0,I,1.26,1.42,0.16,1
ForrestShaw_Audio.json,0,have,1.42,1.72,0.3,1
ForrestShaw_Audio.json,0,a,1.72,2.04,0.32,1
ForrestShaw_Audio.json,0,terrible,2.51,2.9,0.39,1
ForrestShaw_Audio.json,0,health,2.9,3.15,0.25,0
ForrestShaw_Audio.json,0,insurance,3.15,3.82,0.67,1
ForrestShaw_Audio.json,1,right,5.38,5.66,0.28,0
ForrestShaw_Audio.json,1,now,5.66,6.11,0.45,1
ForrestShaw_Audio.json,1,my,6.46,6.61,0.15,1
ForrestShaw_Audio.json,1,car,6.61,7.29,0.68,1
ForrestShaw_Audio.json,1,is,7.52,7.65,0.13,0
ForrestShaw_Audio.json,1,better,7.65,7.86,0.21,0
ForrestShaw_Audio.json,1,insurance,7.86,8.28,0.42,0
ForrestShaw_Audio.json,1,and,8.28,8.38,0.1,0
ForrestShaw_Audio.json,1,me,8.38,8.57,0.19,1
ForrestShaw_Audio.json,1,that's,8.6,8.8,0.2,0
ForrestShaw_Audio.json,1,romance,8.8,9.16,0.36,0
ForrestShaw_Audio.json,2,next,10.78,11.07,0.29,0
ForrestShaw_Audio.json,2,I,11.07,11.21,0.14,1
ForrestShaw_Audio.json,2,get,11.21,11.38,0.17,1
ForrestShaw_Audio.json,2,sick,11.38,11.76,0.38,0
ForrestShaw_Audio.json,2,I'm,11.76,11.87,0.11,0
ForrestShaw_Audio.json,2,just,11.87,12.06,0.19,0
ForrestShaw_Audio.json,2,gonna,12.06,12.4,0.34,1
ForrestShaw_Audio.json,3,into,13.49,13.73,0.24,1
ForrestShaw_Audio.json,3,a,13.73,13.8,0.07,0
ForrestShaw_Audio.json,3,car,13.8,14.05,0.25,0
ForrestShaw_Audio.json,3,accident,14.05,14.44,0.39,0
ForrestShaw_Audio.json,4,crash,17.03,17.33,0.3,0
ForrestShaw_Audio.json,4,into,17.33,17.53,0.2,0
ForrestShaw_Audio.json,4,a,17.53,17.59,0.06,0
