TomPapa_Audio.json,0,I,0.03,0.15,0.12,1
TomPapa_Audio.json,0,just,0.15,0.45,0.3,1
TomPapa_Audio.json,0,I,0.45,0.66,0.21,1
TomPapa_Audio.json,0,came,0.66,0.87,0.21,0
TomPapa_Audio.json,0,back,0.87,1.06,0.19,0
TomPapa_Audio.json,0,from,1.06,1.19,0.13,0
TomPapa_Audio.json,0,vacationing,1.19,1.77,0.58,0
TomPapa_Audio.json,0,in,1.77,1.87,0.1,1
TomPapa_Audio.json,0,Italy,1.87,2.42,0.55,0
TomPapa_Audio.json,0,which,2.54,2.85,0.31,0
TomPapa_Audio.json,0,%HESITATION,2.85,3.11,0.26,0
TomPapa_Audio.json,0,or,3.39,3.54,0.15,1
TomPapa_Audio.json,0,as,3.54,3.63,0.09,0
TomPapa_Audio.json,0,they,3.63,3.76,0.13,0
TomPapa_Audio.json,0,say,3.76,3.96,0.2,0
TomPapa_Audio.json,0,over,3.96,4.11,0.15,0
TomPapa_Audio.json,0,there,4.11,4.45,0.34,0
TomPapa_Audio.json,0,vacationing,4.63,5.41,0.78,1
TomPapa_Audio.json,0,in,5.41,5.5,0.09,0
TomPapa_Audio.json,1,really,11.03,11.23,0.2,0
TomPapa_Audio.json,1,I,11.23,11.27,0.04,0
TomPapa_Audio.json,1,don't,11.27,11.48,0.21,0
TomPapa_Audio.json,1,beginning,11.48,11.8,0.32,0
TomPapa_Audio.json,1,in,11.8,11.89,0.09,0
TomPapa_Audio.json,1,time,11.89,12.12,0.23,0
TomPapa_Audio.json,1,and,12.12,12.21,0.09,0
TomPapa_Audio.json,1,that's,12.21,12.34,0.13,0
TomPapa_Audio.json,1,how,12.34,12.46,0.12,0
TomPapa_Audio.json,1,I,12.46,12.49,0.03,0
TomPapa_Audio.json,1,survived,12.49,12.89,0.4,0
TomPapa_Audio.json,1,the,12.89,12.95,0.06,0
TomPapa_Audio.json,1,whole,12.95,13.13,0.18,0
TomPapa_Audio.json,1,time,13.13,13.39,0.26,0
TomPapa_Audio.json,1,and,13.39,13.48,0.09,0
TomPapa_Audio.json,1,really,13.48,13.69,0.21,0
TomPapa_Audio.json,1,works,13.69,13.94,0.25,0
TomPapa_Audio.json,1,that,13.94,14.13,0.19,1
TomPapa_Audio.json,1,way,14.19,14.37,0.18,0
TomPapa_Audio.json,1,is,14.37,14.48,0.11,0
TomPapa_Audio.json,1,that,14.48,14.64,0.16,0
TomPapa_Audio.json,1,has,14.64,14.9,0.26,0
TomPapa_Audio.json,1,done,14.9,15.24,0.34,0
TomPapa_Audio.json,1,that,15.24,15.43,0.19,1
TomPapa_Audio.json,2,Kim,19.67,19.8,0.13,0
TomPapa_Audio.json,2,home,19.8,19.98,0.18,0
TomPapa_Audio.json,2,from,19.98,20.13,0.15,0
TomPapa_Audio.json,2,a,20.13,20.17,0.04,0
TomPapa_Audio.json,2,trip,20.17,20.46,0.29,0
TomPapa_Audio.json,2,and,20.67,21.0,0.33,1
TomPapa_Audio.json,2,%HESITATION,21.0,21.27,0.27,0
TomPapa_Audio.json,2,one,21.3,21.44,0.14,0
TomPapa_Audio.json,2,of,21.44,21.51,0.07,0
TomPapa_Audio.json,2,our,21.51,21.58,0.07,0
TomPapa_Audio.json,2,cats,21.58,22.14,0.56,1
TomPapa_Audio.json,2,died,22.37,23.01,0.64,0
TomPapa_Audio.json,2,bar,23.39,23.83,0.44,0
TomPapa_Audio.json,2,yeah,24.0,24.34,0.34,0
TomPapa_Audio.json,2,that's,24.42,24.63,0.21,1
TomPapa_Audio.json,2,right,24.63,24.94,0.31,1
TomPapa_Audio.json,2,we,24.94,25.06,0.12,0
TomPapa_Audio.json,2,had,25.06,25.29,0.23,0
TomPapa_Audio.json,2,three,25.29,25.72,0.43,1
TomPapa_Audio.json,2,so,25.72,26.18,0.46,1
TomPapa_Audio.json,3,two,27.78,27.94,0.16,0
TomPapa_Audio.json,3,more,27.94,28.1,0.16,0
TomPapa_Audio.json,3,to,28.1,28.18,0.08,0
TomPapa_Audio.json,3,go,28.18,28.5,0.32,1
TomPapa_Audio.json,4,no,33.4,33.54,0.14,0
TomPapa_Audio.json,4,we,33.54,33.63,0.09,0
TomPapa_Audio.json,4,love,33.63,33.82,0.19,0
TomPapa_Audio.json,4,the,33.82,33.89,0.07,0
TomPapa_Audio.json,4,cats,33.89,34.18,0.29,0
TomPapa_Audio.json,4,recap,34.18,34.49,0.31,0
TomPapa_Audio.json,4,people,34.49,34.78,0.29,1
TomPapa_Audio.json,4,we,34.78,34.91,0.13,0
TomPapa_Audio.json,4,love,34.91,35.1,0.19,0
TomPapa_Audio.json,4,the,35.1,35.19,0.09,0
TomPapa_Audio.json,4,cats,35.19,35.59,0.4,0
TomPapa_Audio.json,4,we,35.59,35.7,0.11,0
TomPapa_Audio.json,4,love,35.7,35.87,0.17,0
TomPapa_Audio.json,4,them,35.87,35.99,0.12,0
TomPapa_Audio.json,4,but,35.99,36.19,0.2,0
TomPapa_Audio.json,4,I,36.19,36.32,0.13,1
TomPapa_Audio.json,4,we,36.32,36.49,0.17,1
TomPapa_Audio.json,4,baby,36.49,36.95,0.46,1
TomPapa_Audio.json,4,sat,36.95,37.37,0.42,0
TomPapa_Audio.json,4,a,37.4,37.66,0.26,1
TomPapa_Audio.json,4,I,37.66,37.89,0.23,1
TomPapa_Audio.json,4,think,37.89,38.07,0.18,0
TomPapa_Audio.json,4,that's,38.07,38.21,0.14,0
TomPapa_Audio.json,4,what,38.21,38.31,0.1,0
TomPapa_Audio.json,4,you,38.31,38.39,0.08,0
TomPapa_Audio.json,4,call,38.39,38.59,0.2,0
TomPapa_Audio.json,4,it,38.59,38.72,0.13,0
TomPapa_Audio.json,4,when,38.75,39.02,0.27,1
TomPapa_Audio.json,4,we,39.02,39.17,0.15,1
TomPapa_Audio.json,5,a,39.4,39.43,0.03,0
TomPapa_Audio.json,5,dog,39.43,39.81,0.38,0
TomPapa_Audio.json,5,sat,39.81,40.28,0.47,1
TomPapa_Audio.json,5,for,40.32,40.49,0.17,0
TomPapa_Audio.json,5,a,40.49,40.58,0.09,1
TomPapa_Audio.json,5,to,40.58,40.69,0.11,0
TomPapa_Audio.json,5,hog,40.69,41.09,0.4,0
TomPapa_Audio.json,5,the,41.09,41.19,0.1,1
TomPapa_Audio.json,5,baby,41.19,41.5,0.31,0
TomPapa_Audio.json,5,sat,41.5,41.78,0.28,0
TomPapa_Audio.json,5,in,41.78,41.85,0.07,0
TomPapa_Audio.json,5,and,42.1,42.41,0.31,1
TomPapa_Audio.json,5,out,42.41,42.7,0.29,1
TomPapa_Audio.json,5,my,42.9,43.06,0.16,1
TomPapa_Audio.json,5,daughter's,43.06,43.34,0.28,0
TomPapa_Audio.json,5,hung,43.34,43.49,0.15,0
TomPapa_Audio.json,5,out,43.49,43.65,0.16,0
TomPapa_Audio.json,5,the,43.65,43.72,0.07,0
TomPapa_Audio.json,5,dog,43.72,44.12,0.4,0
TomPapa_Audio.json,5,for,44.12,44.23,0.11,0
TomPapa_Audio.json,5,the,44.23,44.31,0.08,0
TomPapa_Audio.json,5,first,44.31,44.59,0.28,0
TomPapa_Audio.json,5,time,44.59,44.91,0.32,0
TomPapa_Audio.json,5,they're,44.91,45.03,0.12,0
TomPapa_Audio.json,5,like,45.03,45.3,0.27,1
TomPapa_Audio.json,5,no,45.34,45.72,0.38,1
TomPapa_Audio.json,5,this,46.02,46.21,0.19,0
TomPapa_Audio.json,5,is,46.21,46.42,0.21,1
TomPapa_Audio.json,5,pretty,46.42,46.78,0.36,0
TomPapa_Audio.json,5,amazing,46.78,47.39,0.61,0
TomPapa_Audio.json,5,like,47.71,47.93,0.22,0
TomPapa_Audio.json,5,you,47.93,48.24,0.31,1
TomPapa_Audio.json,5,like,48.27,48.62,0.35,1
TomPapa_Audio.json,5,it,48.62,48.88,0.26,1
TomPapa_Audio.json,5,and,48.88,49.1,0.22,1
TomPapa_Audio.json,5,it,49.1,49.2,0.1,0
TomPapa_Audio.json,5,loves,49.2,49.51,0.31,0
TomPapa_Audio.json,5,you,49.51,49.66,0.15,0
TomPapa_Audio.json,5,back,49.66,50.15,0.49,1
TomPapa_Audio.json,6,and,51.45,51.59,0.14,0
TomPapa_Audio.json,6,doesn't,51.59,51.92,0.33,0
TomPapa_Audio.json,6,trying,51.92,52.24,0.32,0
TomPapa_Audio.json,6,scratch,52.24,52.65,0.41,0
TomPapa_Audio.json,6,my,52.65,52.76,0.11,0
TomPapa_Audio.json,6,sister's,52.76,53.17,0.41,0
TomPapa_Audio.json,6,eye,53.17,53.43,0.26,0
TomPapa_Audio.json,6,out,53.43,53.69,0.26,0
TomPapa_Audio.json,7,we,54.81,54.87,0.06,0
TomPapa_Audio.json,7,get,54.87,55.01,0.14,0
TomPapa_Audio.json,7,one,55.01,55.15,0.14,0
TomPapa_Audio.json,7,of,55.15,55.23,0.08,0
TomPapa_Audio.json,7,the,55.23,55.37,0.14,1
TomPapa_Audio.json,8,I,55.66,55.75,0.09,0
TomPapa_Audio.json,8,was,55.75,55.94,0.19,0
TomPapa_Audio.json,8,like,55.94,56.14,0.2,0
TomPapa_Audio.json,8,yes,56.14,56.53,0.39,0
TomPapa_Audio.json,8,you,56.53,56.65,0.12,0
TomPapa_Audio.json,8,can,56.65,56.76,0.11,0
TomPapa_Audio.json,8,get,56.76,56.93,0.17,0
TomPapa_Audio.json,8,one,56.93,57.08,0.15,0
TomPapa_Audio.json,8,of,57.08,57.16,0.08,0
TomPapa_Audio.json,8,those,57.16,57.38,0.22,0
TomPapa_Audio.json,8,I,57.38,57.46,0.08,0
TomPapa_Audio.json,8,will,57.46,57.59,0.13,0
TomPapa_Audio.json,8,get,57.59,57.9,0.31,1
TomPapa_Audio.json,8,you,57.9,58.2,0.3,1
TomPapa_Audio.json,8,a,58.29,58.42,0.13,1
TomPapa_Audio.json,8,dog,58.42,58.86,0.44,0
TomPapa_Audio.json,9,soon,59.15,59.46,0.31,0
TomPapa_Audio.json,9,as,59.46,59.61,0.15,1
TomPapa_Audio.json,9,the,59.61,59.71,0.1,1
TomPapa_Audio.json,9,cats,59.71,60.09,0.38,0
TomPapa_Audio.json,9,pass,60.09,60.71,0.62,0
TomPapa_Audio.json,10,I'll,62.0,62.14,0.14,0
TomPapa_Audio.json,10,get,62.14,62.38,0.24,0
TomPapa_Audio.json,10,you,62.38,62.5,0.12,0
TomPapa_Audio.json,10,a,62.5,62.57,0.07,0
TomPapa_Audio.json,10,dog,62.57,62.98,0.41,0
TomPapa_Audio.json,10,in,62.98,63.06,0.08,0
TomPapa_Audio.json,10,the,63.06,63.14,0.08,0
TomPapa_Audio.json,10,next,63.14,63.42,0.28,0
TomPapa_Audio.json,10,day,63.42,63.6,0.18,0
TomPapa_Audio.json,10,bam,63.6,64.08,0.48,0
TomPapa_Audio.json,10,one,64.08,64.35,0.27,1
TomPapa_Audio.json,10,down,64.35,64.7,0.35,0
